,company,employee,company_type,link,id,job_desc,job_type,location,post_date,salary,title
14,Yondr Group,51-200 employees,Information Services,https://www.linkedin.com/jobs/view/3487227855/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=AAzLv5OzSS1m%2Fz51mwXchA%3D%3D&trk=d_flagship3_search_srp_jobs,3487227855,"About Yondr


Yondr is a disruptor. We challenge convention and simplify complexity. A global developer, owner-operator and service provider of data centers, we deliver complex data center capacity needs for the world’s largest tech companies. Our exponential growth sees us looking for extraordinary people to help accelerate us toward our vision: a tomorrow without constraints.


But we can’t do this without you.




The role


The Regional Critical Environment Manager is key to all processes and procedures required to maintain and operate a Data Center in the most effective and efficient way possible. The CEM will develop processes and procedures, provide training, audit correct usage and identify and implement improvements (continuous improvement cycle).




Main responsibilities


/ Owner and development of all Operations processes and procedures


/ Assist Campus Operations Manager and commercial Director in development of other processes which are of a commercial nature which will include Security access and procedure model and implementations of SLA agreements for the purpose of Yondr Client, and Yondr FM service provider


/ Assist Data Center Service Delivery manager in development of Logistics processes


/ Promote “lessons learned” approach, ensuring all information for future use is readily and easily accessible to key stakeholders and is being utilised to improve and innovate


/ Development of Audit scope and schedule for internal Data Center Operations team. Audit will cover all critical processes essential for the continued successful operation of the Data Center


/ Development of audit scope and schedule for FM provider. Audit will cover all critical processes essential for the continued successful operation of the Data Center


/ Development and implementation of Critical Environment Training for Yondr & FM provider together with CFM


/ Main point of contact for CAFM development


/ Responsible for compliance of Procedures and ensuring innovation is considered for continuous improvement


/ With the assistance of the Technology department, ensure energy management is operated at best efficiency, and in scope with all in country requirements




Qualifications and experience


/ Qualified to degree level, with approximately 3-5 years of post-graduate delivery experience


/ Evidence of strong interpersonal and people management skills are essential


/ Logical, considered and professional, with an ability to work collaboratively with a varied stakeholder group


/ Ability to multitask


/ Ability to understand the wider picture whilst devoting attention to detail


/ Proactive, diligent, able and willing to think ahead


/ Attitude: characterised by enthusiasm, commitment to personal and divisional success


/ Quality driven; demonstrates attitude and experience of delivery projects based on quality, attention to detail and client satisfaction.




All interested parties, regardless of nationality, race, ethnicity, religion, age, sexual orientation, or gender, are welcome to apply and will be considered equally. Diversity is one of Yondr's core values, and we want to enhance the diversity of our workforce to reflect the world we live in.


 Please note that all successful candidates will have a background check via a third-party provider. Data will be collected/processed according to local/regional data privacy regulations.",Hybrid,"London Area, United Kingdom",,,Regional Critical Environment Manager - Data Centers
15,WSP in the UK,"5,001-10,000 employees",Professional Services,https://www.linkedin.com/jobs/view/3350394553/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=f0MckoForRk4Or03YD%2FZEw%3D%3D&trk=d_flagship3_search_srp_jobs,3350394553,"We are WSP - Join us and make your career future ready!


In today’s world it’s important to work for a company that has clear purpose, giving back to communities and supporting what is truly important in the world.


When considering a career move its vital to work for a business that is aligned to your values and goals, a place where you can belong. See what WSP stands for in 2023 and beyond…


To find out more about our Transport business click on the following link and discover what awaits you at WSP: https://www.wsp.com/en-GB/services/transport-planning


Your new role, what's involved?


We are seeking an Assistant Transport Planner to be based out of our Liverpool office:


Working on a broad range of transport planning projects, such as the development and design of active travel and public transport schemes, town centre strategies, transport business cases and funding applications. 
Developing their skills in data analysis, GIS, economic appraisal and carbon management. 
Contributing to client proposals in terms of technical methodologies and team attributes. 
Attending internal and external technical knowledge share sessions in relevant topics. 
Supervising Graduates in undertaking technical tasks, and coaching them in acquiring new skills. 


Your Team


Our growing Liverpool Transport Planning Team sits within a wider team of over 100 transport planning professionals across the North, Midlands and Scotland, with close links to our southern transport planning team.


The Liverpool Transport Planning Team delivers a wide range of transport planning projects for our clients, as well as an extensive portfolio of multi-disciplinary and cross-sector services, including (but not limited to): active travel solutions; public transport network planning; scheme development and appraisal; business case development and Government funding applications for all types of transport schemes; economic appraisal; carbon appraisal and management; hydrogen-based projects; town centre strategies; parking strategies and transport strategy and policy development.


Our local and regional pipeline of work is extensive, and the successful applicant will help us to deliver a challenging and exciting pipeline of work for a range of regional clients, predominantly Combined and Local Authorities but also developers and operators.


You will be supported by senior members of the Transport Team and by our virtual UK wide specialist teams, including industry leading and government advisory experts. We embrace a flexible approach to working that aligns with people’s lifestyles and wider commitments and the wellbeing of our employees is of upmost importance to us. Living outside of the Liverpool City Region is not a barrier to joining our team and we welcome applications from people who have the skills and experience we are looking for.


We'd love to hear from you if you have:


Experience in active travel, public transport, scheme development and/or business case development. 
Experience of developing transport focused strategies, plans and policies. 
Experience of working with Local Authority and Combined Authority clients and managing sub-consultants to deliver agreed project outcomes. 
Knowledge of the decarbonisation agenda and an interest in carbon appraisal and management. 
Excellent interpersonal and client facing skills. 
Clear written communication skills for a variety of audiences. 
Strong analytical and problem-solving skills. 
Ability to work well in a team environment and independently with limited supervision. 
Ability to deliver to deadlines. 
Wider knowledge of transport issues, current trends and an interest in place-based regeneration. 


We are keen to hear from people who are currently working towards a professional qualification / chartership.


What's in it for you?


Work-life balance? 


WSP recognises that work is only one part of your life and making time for other things is important – whether that’s for your families, friends, or yourself.


Our hybrid working policy allows the flexibility to work from the comfort of your own home as well as collaborating in our contemporary offices across the UK.


Inclusivity & Diversity? 


We want our people to achieve rewarding careers, bringing their whole selves to work. We celebrate integrity and treat people with respect, supporting each other and embracing diversity to create a culture of inclusion and belonging at WSP.


Our employee resource groups VIBE (LGBTQ+ employees), CREED (Championing Racial Equality and Ethnic Diversity) and our Gender Balance Group, in tandem with WSP’s Neurodiverse Community Group, WSP Connect Group (visible and non-visible disabilities) help us promote the right environment for you to reach your full potential.


Health & Wellbeing?


We are committed to supporting our people, giving you the tools to make improvements to your health and wellbeing through our Thrive programme.


Med24 gives you and your family unrestricted telephone access to an NHS doctor where you can call day or night or have a face-to-face video consultation.


Flex your time?


For improved work life balance, WSP offers the “WSP Hour” which enables you to take one hour per day to do as you wish and make up the time earlier or later that day. We also offer part time and flexible working arrangements plus the option to flex your bank holiday entitlement to suit you.


Your development?


We appreciate that development and training is important to you and that’s why we have a supportive environment that invests in your development, whether that’s chartership, training or mentoring.


Apply now and be the future of WSP!


#WeAreWSP


Here at WSP we positively encourage applications from suitably qualified and eligible candidates regardless of sex, race, disability, age, sexual orientation, gender reassignment, religion or belief, marital status, pregnancy or maternity/paternity. As a Disability Confident leader, we will interview all disabled applicants who meet the essential criteria, please let us know if you require any workplace adjustments in support of your application. 


Please note WSP reserves the right to close the vacancy before the advertised closing date.",Hybrid,"Liverpool, England, United Kingdom",21/03/2023,,"Assistant Transport Planner, Liverpool"
16,Adelphi Values,51-200 employees,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs/view/3290815048/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=1s5Dzn8soE6Jr4Gm%2BRcKoA%3D%3D&trk=d_flagship3_search_srp_jobs,3290815048,"Company: 
Adelphi Values Limited, part of Adelphi Group (an Omnicom Healthcare Company)


Job Location:
 Based in our HQ office in Bollington, Cheshire, UK or remotely in the UK. Must have ability and willingness to travel as required to deliver to clients.


Who We Are


Adelphi Values PROVE is a leading healthcare value consultancy that works with a range of healthcare product and service providers, aiding development and commercialisation. We are passionate people working as integrated global teams, growing a respected healthcare value consultancy business that is committed to personal development and rewarding high performance. We are as proud of our culture and our approach to people and their working environment, as we are of our reputation and the things that make us unique.


What We Do


Our purpose is to improve patients’ lives by informing healthcare decisions. To do this we help our clients bring healthcare products and services to the market successfully by investigating, developing and communicating scientific evidence that defines value and informs decisions.


Purpose of the role: Identifying solutions and defining projects to inform the development of value propositions and communications to optimise pricing, reimbursement and market access; fulfilling the role of project leader or senior lead on selected assigned projects.


Your key activities will include:


> Assessing business opportunities and leading the development of proposals.


> Supporting project teams in their interaction with clients, including providing project leadership or senior leadership on selected assigned projects.


> Designing, managing and undertaking elements of project delivery, including desk research, development of value propositions and communications, and review of deliverables.


> Monitoring developments in area(s) of expertise and ensuring these are incorporated into proposals and projects as appropriate.


> Mentoring more junior team members and providing training as agreed in area(s) of expertise.


> Line managing any assigned team members.


You will demonstrate the following competencies:


> In-depth understanding of the perspectives and evidence needs of the numerous stakeholders involved in healthcare decision-making.


> Expertise in one or more specialist areas relevant to PROVE.


> Ability to demonstrate strategic insight, discuss strategic project decisions with clients and project teams, and to gain their confidence.


> Ability to lead and/or manage members of a project team, providing feedback on tasks completed, ensuring they deliver work of appropriate quality to agreed timelines, and motivating them to feel a sense of pride in the project.


> Ability to engage actively with clients to create opportunities for new or follow-on business.


> Business leadership skills: adoption of the perspective of the management team, and demonstration of appropriate business behaviour.


> Ability to provide appropriate line management to assigned members of the PROVE practice, providing feedback and ensuring training as needed to support their development.


> Expertise in designing and efficiently executing complex research strategies


> Ability to produce high quality, client-ready documents


> High level of proficiency in digital information retrieval, management and presentation.


Qualifications, Skills & Experience:


 A Bachelor’s degree in a relevant subject, such as life sciences, health economics or public health - Essential 
 A postgraduate qualification in a relevant subject or equivalent experience - Essential 
 Excellent data analysis skills - Essential 
 Excellent written and verbal communication skills - Essential 
 Demonstrated expertise in healthcare value demonstration - Essential 
 Extensive experience in relevant research techniques, including literature reviews - Essential 
 Expertise in a specialist area relevant to 'Adelphi Values PROVE' - Essential 
 Understanding of health economics and healthcare policy - Essential 


If you are interested please apply!


Omnicom Health Group is committed to hiring and developing exceptional talent. We agree that talent is equally distributed, and we’re focused on developing diverse teams that can bring the best solutions to everything we do. We strongly believe that celebrating what makes us different makes us better together. Join us—we look forward to getting to know you!",,"Bollington, England, United Kingdom",21/03/2023,,Value Consultant
17,Tesco Bank,"1,001-5,000 employees",Banking,https://www.linkedin.com/jobs/view/3321270136/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=UJ8KW3I7w3mQ85OpR2WAIA%3D%3D&trk=d_flagship3_search_srp_jobs,3321270136,"The role
This role will sit within the Decision support function and will deliver excellent insight and analysis for the Tesco Bank business areas. It would suit an individual with an inquisitive nature that understands both the role of a Finance team combined with the ability to interrogate data, inform management reporting and to shape financial modelling. An ability to work on their own when appropriate whilst also having the support of a wider team gives this role the unique opportunity to create a breadth of experience across the Finance function along with being seen as succession into the Decision Support Manager roles or wider Function which includes Financial Control, Treasury and Procurement.


Key responsibilities
Support the Decision Support Manager co-ordinate the planning and reporting inputs and outputs
Input to the build & development of planning and scenario models used for Long Term Plans, Budgets, Forecasts and for use in evaluating tactical and strategic decisions
Provide insight which supported the development of reporting suites for the business, including weekly, monthly and ad-hoc reporting.
Maintain reconciliation of relevant ledgers
Support of key month-end processes including business performance
Provide modelling and Excel support to wider Finance team
Support manage the risks within my area, ensuring they are within the Bank’s risk appetite tolerance


What you’ll bring
Essential
Strong grasp of Excel modelling and data analysis
Ability to convert Financial and Business insight and MI into financial planning outputs
Understanding of Management Accounting and Finance Department processes
Verbal and visual presentation skills
Stakeholder management


Desirable
Working towards accounting qualification or equivalent
Previous Financial Services / Insurance Experience",Hybrid,"Edinburgh, Scotland, United Kingdom",21/03/2023,,Decision Support Analyst
18,Mindshare,"5,001-10,000 employees",Advertising Services,https://www.linkedin.com/jobs/view/3532068106/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=TYO%2F%2FfUKLcylitStcTRI%2Fw%3D%3D&trk=d_flagship3_search_srp_jobs,3532068106,"Role


We are looking for a numerate, articulate, problem solver to join our growing Integrated Analytics Consulting team at Mindshare Worldwide.


This role will provide the candidate with the opportunity to learn and apply skills in marketing analytics and consulting, driving performance marketing outcomes and delivering business growth for our clients. The work is varied and challenging and can include areas such as budget setting, optimisation, forecasting, measurement, attribution and scenario planning. The focus is on solving real business problems, supporting global senior C-suite level decision makers.


The ideal candidate will thrive on being challenged and will enjoy taking responsibility for their work and using their initiative to push for results.


The role is based in Mindshare’s Worldwide team in London, collaborating with, and alongside some of the most forward-thinking and experienced colleagues locally, and in the world.


Responsibilities


Analysing data and extracting insights
Developing presentations and reports
Hands-on data gathering and processing, mainly in Excel
Visualising data in clear and insightful ways
Being able to “own” the data and information for a particular project. This means getting into the detail of each source and data available.
Liaising with clients and other Mindshare teams where projects require it, building relationships.
Supporting the team with synthesising findings, testing hypotheses and refining client communications


Experience And Skills Required


Essential:


Degree in Economics, Mathematics, Statistics, Engineering, Science or similar
Excellent problem-solving skills
High level of numeracy
Proficient in Excel
Good communicator, able to clearly present ideas
Able to work calmly and accurately in a fast-paced environment
Extreme attention to detail


Desirable


Post-graduate degree in Business, Marketing or Economics or equivalent relevant experience
Experience of using programming languages, eg. Python, VBA, R
Experience of using Web Analytics tools, eg. Google Analytics or Adobe Analytics
Relevant work experience within consulting, analytics or marketing industry
Understanding of key business and marketing concepts.


Mindshare


Ours is the story of the eternal upstart and change is in our DNA. We were born with the ambition to change the world through media. Raised in Asia, we are now the world’s most geographically balanced global network spanning US, Latin America, Europe and Asia. Mindshare’s birth in 1997 shifted the focus from media as a pure commodity to media as a change agent. Our ambition was to go beyond the traditional media descriptors of “Optimise, Capitalise, Maximise.” We will not be defined by the formulaic definitions of media. Mindshare’s story is about teamwork. It’s why we called ourselves Mindshare in the first place! We were designed to be a global network, balanced in every region, with clients benefitting from both global and local insights. Today 75% of our business is global and our global network and integrated approach is our strength.


We are a global media agency network with billings in excess of US$31.4 billion (source: RECMA) and our network consists of more than 7,000 employees, in 116 offices across 86 countries. Mindshare is part of GroupM, which oversees the media investment management sector for WPP, the world’s leading communications services group.",Hybrid,"London, England, United Kingdom",21/03/2023,,"Analyst, Integrated Analytics"
19,KDR Recruitment Ltd,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3536281515/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=kagZA6h9n3OHhLomBD6xwA%3D%3D&trk=d_flagship3_search_srp_jobs,3536281515,"Junior Data Analyst | Norwich (hybrid working) | £25, 000 - £30,000 plus benefits


Are you looking for an opportunity to expand your data and analytics skillset with modern technologies? Does a varied role with the chance to make a real difference within data reporting appeal to you? If so read on!


More about the company
This company are a big name in the automotive sector for 30 years, working with leading manufacturers with dealerships across the UK. They are experts in their field and looking to take the business to a new level through data analytics. 


Your role


This will be a genuinely varied role, and an opportunity to work with the latest Microsoft technology, including MS SQL Server, PowerBI and Azure. With a suite of PowerBI reports in place, you will be involved in developing this further as well as optimising current reports. Alongside this, ensuring data quality, data management processes and working on database development further down the line will also be a part of this role.


What skills will you need?
There is a lot of training and development on offer with this role, with a few core skills that you will need initially:
A good understanding of analysing data and creating reports
Strong experience with Microsoft Excel
Ability to communicate with different departments across a business


It would be great if you have experience with:
Microsoft SQL
PowerBI, Tableau or similar visualisation tools
Azure Data Factory


How to apply?
We’re niche Data, Tech & Analytics recruiters, so if you don’t have an up-to-date CV right now that’s fine, you can send us what you have via Sam dot Brookes at kdrrecruitment dot com. Or call me on zero one five six five, seven five eight, six six two. Or find me on LinkedIn, always happy to connect.


As an employer and service provider, we are committed to Equity, Equality, Diversity and Inclusion. Please feel comfortable to let us know if you have a difference or disability that would require us or our clients to make any helpful adjustments for you.",Hybrid,"Norwich, England, United Kingdom",21/03/2023,"£25,000/yr - £30,000/yr",Data Specialist
20,Burns Sheehan,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3537044392/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=LDdfbxFy3Pf22T90IdiV0g%3D%3D&trk=d_flagship3_search_srp_jobs,3537044392,"Graduate Data Analyst/Data Manager 


- 3 month contract (chance of extension)
- £100 a day/inside IR35
- On site 4 days a week, 7 Castle Street, Edinburgh, EH2 3AH


Are you a recent graduate looking for some work experience in a globally recognised data led business?


In this role we are looking for someone who will complete basic data entry into proprietary systems through a GUI (not db etc), making phone calls (internal/external) to get clarification/check data points.


You will have basic knowledge of working with Excel.


Interviews taking place W/C 27th march.


Click apply or send CV's to danb@burnssheehan.co.uk.",Hybrid,"Edinburgh, Scotland, United Kingdom",21/03/2023,£11.50/hr - £12.50/hr,Data Analyst
21,Stott and May,51-200 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3533256130/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=kGI34vtijlip01dw0XxxvA%3D%3D&trk=d_flagship3_search_srp_jobs,3533256130,"My client a global leader in financial crime solutions are looking for 
Data Scientists to join our professional services teams in Europe to work with the most advanced machine learning solution on the market
 to solve hard problems in anti-money laundering and financial fraud. Your role as a data scientist will be to deliver our most advanced technologies to the market and advance our technology by providing feedback to our product and engineering teams through front-line R&D projects. 


Key to your success will be:


The ability to understand business objectives and gain the trust of customer stakeholders
Technical proficiency working with cloud infrastructure, big data, and our proprietary solutions
A deep understanding of statistical and machine learning methodologies. 
The work of a Data Scientist varies widely from day to day and provides opportunities to develop a broad set of skills and experience and to find your own niche within our growing team. You will have access to rare, real-life datasets that will allow you genuine opportunities to innovate new solutions in our sector. 
The use of artificial intelligence in financial crime is rapidly evolving and expanding. This role is an exciting opportunity for someone who enjoys continually learning new skills and is passionate about solving real world problems. 


Responsibilities:
Collaborate with data scientists and product implementation engineers during deployments
Collaborate with AI Researchers and Software Engineers in R&D
Demonstrates excellent stakeholder management skills during project planning, workshops, and consulting activities.
Develops a strong technical understanding of our product portfolio and uses this knowledge to identify novel applications of AI.
Develops a good understanding of the anti-FinCrime sector and has an awareness of the regulatory expectations for the application of AI in the sector.


Key Requirements:
Bachelor’s degree in computer science, information technology, engineering, mathematics, statistics, or physics.
Deep knowledge of the statistical and mathematical basis of machine learning algorithms.
Proficiency in Python, Pandas, NumPy, and scikit-learn.
The capability to work independently in a fast-paced start-up environment.
Excellent verbal and written communication skills.
Willingness to learn new technologies on the job.
Experience using Github.


Bonus Requirements:
Knowledge of Kubernetes, Kubeflow, Dask, and Rapids.
Knowledge of Blockchain, DeFi, and DAGs.
Knowledge of Anti Money Laundering, Financial Fraud, and Trade Surveillance.




Apply to find out more!",Hybrid,"London, England, United Kingdom",21/03/2023,,Data Scientist
22,AstraZeneca,"10,001+ employees",Pharmaceutical Manufacturing,https://www.linkedin.com/jobs/view/3500316212/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=xGevSIqAX3fnBqcEDz6gmg%3D%3D&trk=d_flagship3_search_srp_jobs,3500316212,"Work Location
: Flexible. This role must be based in one of AstraZeneca's work locations, however, we are site flexible for internal applicants.




About AstraZeneca & Commercial Digital Health: 




At AstraZeneca we’re on a journey to becoming digitally-enabled, to discover new ways of offering better solutions to our patients. Join the team with a vision to use data as a tool, to build a better, deeper, more personal understanding of the people we’re helping. To ultimately deliver better outcomes for them – through complex omnichannel content, personal relationships, and experience. We are doing this through delivering transformation through integrating digital technology, processes & proficiencies across all teams resulting in increased business value and improved patient outcomes.




About the role:




The Performance & Data Strategist is responsible for measuring and optimizing the value generated by new components of the NextGen Customer Engagement (CE) model, specifically for the EUCAN region. The Performance & Data Strategist is primarily responsible for business case development, in partnership with the CE Model Product Owner and MCs, for each significant component release and delivering measurement plans and reporting for value generated, as well as crafting and driving A/B tests for new components against existing components. The Performance & Data strategist will also be expected to provide strategic, data-driven input on investment decisions, backlog prioritization and opportunities for CE model evolution.



The Performance & Data Strategist is an SME role. They are passionate about forecasting, measuring and optimizing performance of the NextGen CE Model. They have advanced understanding of marketing analytics, business case development, and optimization methodologies (e.g. A/B testing, multivariate testing) and apply these approaches to evaluate the value generated by incremental changes to the model. They are a crucial role in establishing accountability for all deliverables in the EUCAN NextGen CE Model backlog, and are tasked with providing transparency on ROI.



Responsibilities:




 Develop business cases and value-based measurement frameworks for new component releases, in-line with value definitions from the business
 Provide data-driven insights regarding successes (validation) and failures of component parts of the model
 Find opportunities to optimize and apply test and learn methodologies to specific components of the model
 See opportunities to enrich the customer profile through data capture
 Establish accountability for additions to the model (each addition requires a case and must be reported upon to ensure value has been realized)
 Provide SME input on backlog prioritization and investment decisions




Requirements:




 Proficiency in developing business cases and value-based measurement plans
 Strong partner communication skills, ability to coherently present results to LT
 Ability to independently identify and combine data from multiple sources to build out value-based reports
 Ability to independently apply and complete measurement methodologies to respond to business questions as they relate to the NextGen CE model
 Ability to work independently to meet multiple project deadlines, switch priorities and focus, and adapt to evolving conditions
 Passion for detail with a track record demonstrating initiative, drive and quality output
 Excellent oral and written communication skills
 Strong Problem Solving, Troubleshooting and critical thinking skills, with the ability to take ownership of problems and see them through to resolution",,"Luton, England, United Kingdom",21/03/2023,,EUCAN Digital Engagement Performance & Data Strategist
23,AstraZeneca,"10,001+ employees",Pharmaceutical Manufacturing,https://www.linkedin.com/jobs/view/3500317133/?alternateChannel=search&refId=HLNr3nD0TOLwzJ82wgzN0Q%3D%3D&trackingId=kVsWXEXq7cIQfcSjcWwZYQ%3D%3D&trk=d_flagship3_search_srp_jobs,3500317133,"Work Location
: Flexible. This role must be based in one of AstraZeneca's work locations, however, we are site flexible for internal applicants.




About AstraZeneca & Commercial Digital Health: 




At AstraZeneca we’re on a journey to becoming digitally-enabled, to discover new ways of offering better solutions to our patients. Join the team with a vision to use data as a tool, to build a better, deeper, more personal understanding of the people we’re helping. To ultimately deliver better outcomes for them – through complex omnichannel content, personal relationships, and experience. We are doing this through delivering transformation through integrating digital technology, processes & proficiencies across all teams resulting in increased business value and improved patient outcomes.




About the role:




The Performance & Data Strategist is responsible for measuring and optimizing the value generated by new components of the NextGen Customer Engagement (CE) model, specifically for the EUCAN region. The Performance & Data Strategist is primarily responsible for business case development, in partnership with the CE Model Product Owner and MCs, for each significant component release and delivering measurement plans and reporting for value generated, as well as crafting and driving A/B tests for new components against existing components. The Performance & Data strategist will also be expected to provide strategic, data-driven input on investment decisions, backlog prioritization and opportunities for CE model evolution.



The Performance & Data Strategist is an SME role. They are passionate about forecasting, measuring and optimizing performance of the NextGen CE Model. They have advanced understanding of marketing analytics, business case development, and optimization methodologies (e.g. A/B testing, multivariate testing) and apply these approaches to evaluate the value generated by incremental changes to the model. They are a crucial role in establishing accountability for all deliverables in the EUCAN NextGen CE Model backlog, and are tasked with providing transparency on ROI.



Responsibilities:




 Develop business cases and value-based measurement frameworks for new component releases, in-line with value definitions from the business
 Provide data-driven insights regarding successes (validation) and failures of component parts of the model
 Find opportunities to optimize and apply test and learn methodologies to specific components of the model
 See opportunities to enrich the customer profile through data capture
 Establish accountability for additions to the model (each addition requires a case and must be reported upon to ensure value has been realized)
 Provide SME input on backlog prioritization and investment decisions




Requirements:




 Proficiency in developing business cases and value-based measurement plans
 Strong partner communication skills, ability to coherently present results to LT
 Ability to independently identify and combine data from multiple sources to build out value-based reports
 Ability to independently apply and complete measurement methodologies to respond to business questions as they relate to the NextGen CE model
 Ability to work independently to meet multiple project deadlines, switch priorities and focus, and adapt to evolving conditions
 Passion for detail with a track record demonstrating initiative, drive and quality output
 Excellent oral and written communication skills
 Strong Problem Solving, Troubleshooting and critical thinking skills, with the ability to take ownership of problems and see them through to resolution",,"Cambridge, England, United Kingdom",21/03/2023,,EUCAN Digital Engagement Performance & Data Strategist
